"  1990,   0,    ""F"",    8894007 "
"  1990,   5,    ""M"",    9274732 "
"  1990,   5,    ""F"",    8799955 "
"  1990,   10,    ""M"",    8782542 "
"  1990,   10,    ""F"",    8337284 "
"  1990,   15,    ""M"",    9020572 "
"  1990,   15,    ""F"",    8590991 "
"  1990,   20,    ""M"",    9436188 "
"  1990,   20,    ""F"",    9152644 "
"  1990,   25,    ""M"",    10658027 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   30,    ""F"",    11105750 "
"  1990,   35,    ""M"",    9853933 "
"  1990,   35,    ""F"",    10038644 "
"  1990,   40,    ""M"",    8712632 "
"  1990,   40,    ""F"",    8928252 "
"  1990,   45,    ""M"",    6848082 "
"  1990,   45,    ""F"",    7115129 "
"  1990,   50,    ""M"",    5553992 "
"  1990,   50,    ""F"",    5899925 "
"  1990,   55,    ""M"",    4981670 "
"  1990,   55,    ""F"",    5460506 "
"  1990,   60,    ""M"",    4953822 "
"  1990,   60,    ""F"",    5663205 "
"  1990,   65,    ""M"",    4538398 "
"  1990,   65,    ""F"",    5594108 "
"  1990,   70,    ""M"",    3429420 "
"  1990,   70,    ""F"",    4610222 "
"  1990,   75,    ""M"",    2344932 "
"  1990,   75,    ""F"",    3723980 "
"  1990,   80,    ""M"",    1342996 "
"  1990,   80,    ""F"",    2545730 "
"  1990,   85,    ""M"",    588790 "
"  1990,   85,    ""F"",    1419494 "
"  1990,   90,    ""M"",    238459 "
"  1990,   90,    ""F"",    745146 "
"  2000,   0,    ""M"",    9735380 "
"  2000,   0,    ""F"",    9310714 "
"  2000,   5,    ""M"",    10552146 "
"  2000,   5,    ""F"",    10069564 "
"  2000,   10,    ""M"",    10563233 "
"  2000,   10,    ""F"",    10022524 "
"  2000,   15,    ""M"",    10237419 "
"  2000,   15,    ""F"",    9692669 "
"  2000,   20,    ""M"",    9731315 "
"  2000,   20,    ""F"",    9324244 "
"  2000,   25,    ""M"",    9659493 "
"  2000,   25,    ""F"",    9518507 "
"  2000,   30,    ""M"",    10205879 "
"  2000,   30,    ""F"",    10119296 "
"  2000,   35,    ""M"",    11475182 "
"  2000,   35,    ""F"",    11635647 "
"  2000,   40,    ""M"",    11320252 "
"  2000,   40,    ""F"",    11488578 "
"  2000,   45,    ""M"",    9925006 "
"  2000,   45,    ""F"",    10261253 "
"  2000,   50,    ""M"",    8507934 "
"  2000,   50,    ""F"",    8911133 "
"  2000,   55,    ""M"",    6459082 "
"  2000,   55,    ""F"",    6921268 "
"  2000,   60,    ""M"",    5123399 "
"  2000,   60,    ""F"",    5668961 "
"  2000,   65,    ""M"",    4453623 "
"  2000,   65,    ""F"",    4804784 "
"  2000,   70,    ""M"",    3792145 "
"  2000,   70,    ""F"",    5184855 "
"  2000,   75,    ""M"",    2912655 "
"  2000,   75,    ""F"",    4355644 "
"  2000,   80,    ""M"",    1902638 "
"  2000,   80,    ""F"",    3221898 "
"  2000,   85,    ""M"",    970357 "
"  2000,   85,    ""F"",    1981156 "
"  2000,   90,    ""M"",    336303 "
"  2000,   90,    ""F"",    1064581 "
"  2000,   0,    ""F"",    9310714 "
"  2000,   5,    ""M"",    10552146 "
"  2000,   5,    ""F"",    10069564 "
"  2000,   10,    ""M"",    10563233 "
"  2000,   10,    ""F"",    10022524 "
"  2000,   0,    ""F"",    9310714 "
"  2000,   5,    ""M"",    10552146 "
"  2000,   5,    ""F"",    10069564 "
"  2000,   10,    ""M"",    10563233 "
"  2000,   10,    ""F"",    10022524 "
"  2000,   0,    ""F"",    9310714 "
"  2000,   5,    ""M"",    10552146 "
"  2000,   5,    ""F"",    10069564 "
"  2000,   10,    ""M"",    10563233 "
"  2000,   10,    ""F"",    10022524 "
"  2000,   0,    ""F"",    9310714 "
"  2000,   5,    ""M"",    10552146 "
"  2000,   5,    ""F"",    10069564 "
"  2000,   10,    ""M"",    10563233 "
"  2000,   10,    ""F"",    10022524 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
"  1990,   25,    ""F"",    10587292 "
"  1990,   30,    ""M"",    11028712 "
